#         KA                   KB                  KdiffA               KdiffB               Kdes                  eAA                  eBB                  eAB                 krxn                theta_A              theta_B                 t                  NadsA                NadsB                NdesA                NdesB                NdiffA               NdiffB               Nrxn  
      1.00000000e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       4.10746132e-06       9.79470703e-01       6.04588208e+03       5.08000000e+02       4.95140000e+04       4.62000000e+02       4.94700000e+04       0.00000000e+00       0.00000000e+00       4.60000000e+01
      1.58489319e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       7.27956073e-06       9.79603980e-01       6.05893064e+03       7.66000000e+02       4.92720000e+04       6.96000000e+02       4.91960000e+04       0.00000000e+00       0.00000000e+00       7.00000000e+01
      2.51188643e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       1.15109682e-05       9.79672082e-01       6.00748417e+03       1.25000000e+03       4.88070000e+04       1.13300000e+03       4.86930000e+04       0.00000000e+00       0.00000000e+00       1.17000000e+02
      3.98107171e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       1.78532544e-05       9.79752252e-01       5.95688477e+03       1.93300000e+03       4.81490000e+04       1.76800000e+03       4.79850000e+04       0.00000000e+00       0.00000000e+00       1.65000000e+02
      6.30957344e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       2.86855378e-05       9.79368247e-01       5.73706087e+03       2.98100000e+03       4.71330000e+04       2.74600000e+03       4.69050000e+04       0.00000000e+00       0.00000000e+00       2.35000000e+02
      1.00000000e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       4.19367861e-05       9.79487530e-01       5.57143112e+03       4.47300000e+03       4.57020000e+04       4.12400000e+03       4.53520000e+04       0.00000000e+00       0.00000000e+00       3.49000000e+02
      1.58489319e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       7.38048085e-05       9.79201374e-01       5.23615317e+03       7.00900000e+03       4.32680000e+04       6.45100000e+03       4.27150000e+04       0.00000000e+00       0.00000000e+00       5.57000000e+02
      2.51188643e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       1.16291916e-04       9.79103472e-01       4.86218801e+03       1.00580000e+04       4.03430000e+04       9.25500000e+03       3.95410000e+04       0.00000000e+00       0.00000000e+00       8.03000000e+02
      3.98107171e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       1.97996697e-04       9.78480392e-01       4.24034410e+03       1.44260000e+04       3.61620000e+04       1.32490000e+04       3.49850000e+04       0.00000000e+00       0.00000000e+00       1.17800000e+03
      6.30957344e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       3.17992266e-04       9.78248855e-01       3.59544138e+03       1.95430000e+04       3.12890000e+04       1.78860000e+04       2.96260000e+04       0.00000000e+00       0.00000000e+00       1.65600000e+03
      1.00000000e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       5.92242819e-04       9.76173529e-01       2.75965068e+03       2.55120000e+04       2.56070000e+04       2.32740000e+04       2.33680000e+04       0.00000000e+00       0.00000000e+00       2.23900000e+03
      1.58489319e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.86574688e-01       2.87198230e-04       3.73025860e+03       3.12490000e+04       1.95620000e+04       2.96270000e+04       1.79420000e+04       0.00000000e+00       0.00000000e+00       1.62000000e+03
      2.51188643e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.91933218e-01       1.53325273e-04       4.57036029e+03       3.61820000e+04       1.43490000e+04       3.51200000e+04       1.32860000e+04       0.00000000e+00       0.00000000e+00       1.06300000e+03
      3.98107171e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.95029740e-01       9.04300818e-05       5.19266322e+03       4.01830000e+04       1.02030000e+04       3.94110000e+04       9.43600000e+03       0.00000000e+00       0.00000000e+00       7.67000000e+02
