#         KA                   KB                  KdiffA               KdiffB               Kdes                  eAA                  eBB                  eAB                 krxn                theta_A              theta_B                 t                  NadsA                NadsB                NdesA                NdesB                NdiffA               NdiffB               Nrxn  
      1.00000000e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       4.18579001e-02       2.98624939e-01       1.87373258e+03       4.79700000e+03       4.95205000e+05       4.78700000e+03       4.95211000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.15443469e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       1.01256672e-01       3.31667852e-01       2.15358596e+03       1.07410000e+04       4.89260000e+05       1.07450000e+04       4.89254000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      4.64158883e-02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       2.38477130e-01       4.07764785e-01       3.38113167e+03       2.21910000e+04       4.77832000e+05       2.21690000e+04       4.77808000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.00000000e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       3.95786417e-01       4.73351481e-01       8.70535640e+03       4.52980000e+04       4.54701000e+05       4.52940000e+04       4.54707000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.15443469e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       4.52494840e-01       4.85209789e-01       1.64562525e+04       8.87800000e+04       4.11214000e+05       8.87920000e+04       4.11214000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      4.64158883e-01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       4.77644594e-01       4.88540964e-01       2.52415049e+04       1.58042000e+05       3.41953000e+05       1.58051000e+05       3.41954000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.00000000e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       4.89737112e-01       4.89743402e-01       3.04090748e+04       2.49475000e+05       2.50527000e+05       2.49474000e+05       2.50524000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.15443469e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       4.95506450e-01       4.90082721e-01       2.74792872e+04       3.41732000e+05       1.58268000e+05       3.41735000e+05       1.58265000e+05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      4.64158883e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       4.98522019e-01       4.89866513e-01       1.90879397e+04       4.11537000e+05       8.84660000e+04       4.11538000e+05       8.84590000e+04       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.00000000e+01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       0.00000000e+00       5.00608917e-01       4.89234128e-01       1.11661166e+04       4.54451000e+05       4.55490000e+04       4.54452000e+05       4.55480000e+04       0.00000000e+00       0.00000000e+00       0.00000000e+00
