#         KA                   KB                  KdiffA               KdiffB               Kdes                  eAA                  eBB                  eAB                 krxn                theta_A              theta_B                 t                  NadsA                NadsB                NdesA                NdesB                NdiffA               NdiffB               Nrxn  
      1.00000000e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       7.63097752e-04       9.72097603e-01       1.10458690e+03       1.18980000e+04       1.19700000e+04       1.08340000e+04       1.09010000e+04       2.70100000e+04       2.63250000e+04       1.06200000e+03
      1.58489319e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.84688087e-01       3.33223870e-04       1.98289689e+03       1.87930000e+04       1.19080000e+04       1.78070000e+04       1.09180000e+04       2.48980000e+04       1.46870000e+04       9.89000000e+02
      2.51188643e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.90127022e-01       9.53640428e-04       2.81207556e+03       2.51840000e+04       1.00950000e+04       2.38870000e+04       9.25600000e+03       2.19690000e+04       8.56500000e+03       1.04400000e+03
      3.98107171e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.94780941e-01       9.38863375e-05       3.97664897e+03       3.24400000e+04       8.05300000e+03       3.18390000e+04       7.44800000e+03       1.65000000e+04       3.11600000e+03       6.04000000e+02
      6.30957344e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.96851234e-01       5.65081060e-05       4.80894200e+03       3.75260000e+04       5.98900000e+03       3.71120000e+04       5.57200000e+03       1.19250000e+04       1.45900000e+03       4.17000000e+02
      1.00000000e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.98029700e-01       3.51298169e-05       5.38480335e+03       4.14410000e+04       4.29000000e+03       4.11680000e+04       4.01800000e+03       8.39700000e+03       4.14000000e+02       2.72000000e+02
      1.58489319e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.98789809e-01       2.01159558e-05       5.88952580e+03       4.43970000e+04       2.85000000e+03       4.42000000e+04       2.65300000e+03       5.57200000e+03       1.31000000e+02       1.97000000e+02
      2.51188643e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99236572e-01       1.34000336e-05       6.14913639e+03       4.62410000e+04       1.91400000e+03       4.61060000e+04       1.77900000e+03       3.71900000e+03       1.06000000e+02       1.35000000e+02
      3.98107171e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99523764e-01       7.76996900e-06       6.43098040e+03       4.76830000e+04       1.16000000e+03       4.76130000e+04       1.09100000e+03       2.34900000e+03       3.50000000e+01       6.90000000e+01
      6.30957344e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99702793e-01       5.30755240e-06       6.54257007e+03       4.84620000e+04       7.77000000e+02       4.84010000e+04       7.17000000e+02       1.57000000e+03       1.30000000e+01       6.00000000e+01
      1.00000000e+02       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99814255e-01       3.06782277e-06       6.72735782e+03       4.90400000e+04       4.77000000e+02       4.90050000e+04       4.43000000e+02       1.00000000e+03       1.00000000e+00       3.40000000e+01
