#         KA                   KB                  KdiffA               KdiffB               Kdes                  eAA                  eBB                  eAB                 krxn                theta_A              theta_B                 t                  NadsA                NadsB                NdesA                NdesB                NdiffA               NdiffB               Nrxn  
      1.00000000e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       6.98570537e-04       9.72811730e-01       1.14299976e+03       1.20930000e+04       1.21960000e+04       1.10410000e+04       1.11430000e+04       2.58700000e+04       2.66050000e+04       1.05200000e+03
      1.58489319e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.85023077e-01       3.31395664e-04       2.00931258e+03       1.88550000e+04       1.18430000e+04       1.79090000e+04       1.08960000e+04       2.46900000e+04       1.48610000e+04       9.46000000e+02
      2.51188643e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.91286541e-01       1.76480469e-04       2.97147484e+03       2.57140000e+04       1.02250000e+04       2.49600000e+04       9.48800000e+03       2.07620000e+04       8.10900000e+03       7.42000000e+02
      3.98107171e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.94769548e-01       9.47843944e-05       3.99208816e+03       3.25120000e+04       8.02400000e+03       3.19270000e+04       7.43700000e+03       1.64110000e+04       3.10200000e+03       5.87000000e+02
      6.30957344e+00       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.96813587e-01       5.56422606e-05       4.75638634e+03       3.76300000e+04       5.81700000e+03       3.72180000e+04       5.40500000e+03       1.19600000e+04       1.55800000e+03       4.12000000e+02
      1.00000000e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.98063203e-01       3.36300763e-05       5.41818087e+03       4.16080000e+04       4.20400000e+03       4.13210000e+04       3.91800000e+03       8.15600000e+03       5.07000000e+02       2.86000000e+02
      1.58489319e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.98779266e-01       2.10538518e-05       5.85046120e+03       4.43090000e+04       2.87600000e+03       4.41220000e+04       2.69000000e+03       5.60000000e+03       2.17000000e+02       1.86000000e+02
      2.51188643e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99246629e-01       1.31608509e-05       6.24553401e+03       4.63350000e+04       1.87800000e+03       4.62030000e+04       1.74600000e+03       3.60700000e+03       9.90000000e+01       1.32000000e+02
      3.98107171e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99525894e-01       7.85810825e-06       6.40379336e+03       4.76240000e+04       1.16800000e+03       4.75560000e+04       1.10000000e+03       2.44300000e+03       4.10000000e+01       6.80000000e+01
      6.30957344e+01       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99701326e-01       4.55171867e-06       6.55129008e+03       4.85440000e+04       7.11000000e+02       4.84900000e+04       6.58000000e+02       1.53600000e+03       8.00000000e+00       5.30000000e+01
      1.00000000e+02       1.00000000e+00       1.00000000e+01       1.00000000e+01       1.00000000e+00      -1.00000000e+00      -1.00000000e+00       1.00000000e+00       1.00000000e+00       9.99812097e-01       3.12006025e-06       6.62719379e+03       4.90210000e+04       5.09000000e+02       4.89780000e+04       4.65000000e+02       9.70000000e+02       1.30000000e+01       4.40000000e+01
