#         KA                   KB                  KdiffA               KdiffB               Kdes                  eAA                  eBB                  eAB                 krxn                theta_A              theta_B                 t                  NadsA                NadsB                NdesA                NdesB                NdiffA               NdiffB               Nrxn  
      1.58489319e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       2.89687604e-01       2.05422164e-01       1.08116854e+02       3.47960000e+04       2.18970000e+04       2.14320000e+04       8.52200000e+03       0.00000000e+00       0.00000000e+00       1.33530000e+04
      2.51188643e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       3.53945679e-01       1.80649661e-01       8.51735204e+01       3.99570000e+04       1.58040000e+04       2.84220000e+04       4.27600000e+03       0.00000000e+00       0.00000000e+00       1.15410000e+04
      3.98107171e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       4.10786440e-01       1.59124853e-01       6.37754682e+01       4.34250000e+04       1.11440000e+04       3.42810000e+04       2.00900000e+03       0.00000000e+00       0.00000000e+00       9.14100000e+03
      6.30957344e+00       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       4.67400100e-01       1.36280383e-01       4.61260699e+01       4.59240000e+04       7.36500000e+03       3.93500000e+04       7.91000000e+02       0.00000000e+00       0.00000000e+00       6.57000000e+03
      1.00000000e+01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       5.21749969e-01       1.17304719e-01       3.27219305e+01       4.74380000e+04       4.80400000e+03       4.29590000e+04       3.11000000e+02       0.00000000e+00       0.00000000e+00       4.48800000e+03
      1.58489319e+01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       5.69122928e-01       1.01849246e-01       2.33641234e+01       4.83840000e+04       3.12300000e+03       4.53700000e+04       1.21000000e+02       0.00000000e+00       0.00000000e+00       3.00200000e+03
      2.51188643e+01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       6.19241247e-01       8.66844682e-02       1.66099499e+01       4.89850000e+04       1.99000000e+03       4.70340000e+04       4.90000000e+01       0.00000000e+00       0.00000000e+00       1.94200000e+03
      3.98107171e+01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       6.69251169e-01       7.10796366e-02       1.19167966e+01       4.93790000e+04       1.22700000e+03       4.81570000e+04       2.60000000e+01       0.00000000e+00       0.00000000e+00       1.21100000e+03
      6.30957344e+01       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       7.16705787e-01       5.91742617e-02       8.74498077e+00       4.96030000e+04       7.70000000e+02       4.88580000e+04       1.00000000e+01       0.00000000e+00       0.00000000e+00       7.59000000e+02
      1.00000000e+02       1.00000000e+00       0.00000000e+00       0.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00      -1.00000000e+00       1.00000000e+00       7.66386819e-01       4.87600980e-02       6.66619268e+00       4.97600000e+04       4.83000000e+02       4.92670000e+04       5.00000000e+00       0.00000000e+00       0.00000000e+00       4.85000000e+02
